No,Site,Bump Number,Bump Name,Bump X(mil),Bump Y(mil),Ball ,Ball name,channel,Assignment,POGO,PS,type,Update Notes
0,0,G17,AMUX_P0,-102.36,-396.95,,,15.UP16_CH124,15.CH124,15.D404,,I/O,
1,0,M16,AMUX_N0,-90.55,-456,,,15.UP16_CH177,15.CH177,15.H316,,I/O,
2,0,H17,AMUX_A2,-102.36,-412.7,,,15.UP16_CH122,15.CH122,15.B404,,I/O,
3,0,P17,AMUX_A3,-104.33,-483.56,,,15.UP16_CH167,15.CH167,15.K310,,I/O,
4,0,J17,AMUX_A4,-102.36,-428.44,,,15.UP16_CH126,15.CH126,15.B408,,I/O,
5,0,N17,AMUX_A5,-104.33,-469.78,,,15.UP16_CH163,15.CH163,15.N310,,I/O,
6,0,L17,AMUX_A6,-104.33,-442.22,,,15.UP16_CH166,15.CH166,15.K308,,I/O,
7,0,M17,AMUX_A7,-104.33,-456,,,15.UP16_CH173,15.CH173,15.H308,,I/O,
8,0,N16,AMUX_B0,-90.55,-469.78,,,15.UP16_CH160,15.CH160,15.N302,,I/O,
9,0,L16,AMUX_B1,-90.55,-442.22,,,15.UP16_CH181,15.CH181,15.K316,,I/O,
10,0,P16,AMUX_B2,-90.55,-483.56,,,15.UP16_CH174,15.CH174,15.H310,,I/O,
11,0,J16,AMUX_B3,-86.61,-428.44,,,15.UP16_CH255,15.CH255,15.AD318,,I/O,
12,0,P15,AMUX_B4,-76.77,-483.56,,,15.UP16_CH170,15.CH170,15.K302,,I/O,
13,0,H16,AMUX_B5,-86.61,-412.7,,,15.UP16_CH247,15.CH247,15.AB318,,I/O,
14,0,M15,AMUX_B6,-76.77,-456,,,15.UP16_CH116,15.CH116,15.D410,,I/O,
15,0,G16,AMUX_B7,-86.61,-396.95,,,15.UP16_CH125,15.CH125,15.D402,,I/O,
16,0,N15,AMUX_AY,-76.77,-469.78,,,15.UP16_CH127,15.CH127,15.B406,,I/O,
17,0,R15,AMUX_BY,-76.77,-497.34,,,15.UP16_CH119,15.CH119,15.D406,,I/O,
18,0,L14,TCAL,-62.99,-442.22,,,15.UP16_CH120,15.CH120,15.B412,,I/O,
19,0,F15,TDEV1,-70.87,-381.2,,,15.UP16_CH117,15.CH117,15.D408,,I/O,
20,0,G15,TDEV2,-70.87,-396.95,,,15.UP16_CH246,15.CH246,15.Z318,,I/O,
21,0,P14,TDEV3,-62.99,-483.56,,,15.UP16_CH171,15.CH171,15.K304,,I/O,
22,0,H15,TDEV4,-70.87,-412.7,,,15.UP16_CH182,15.CH182,15.H318,,I/O,
23,0,J15,TDEV5,-70.87,-428.44,,,15.UP16_CH191,15.CH191,15.N316,,I/O,
24,0,R5,GPIO1,62.99,-497.34,,,15.UP16_CH226,15.CH226,15.AD308,,I/O,
25,0,Y14,GPIO2,-62.99,-566.24,,,15.UP16_CH036,15.CH36,15.R418,,I/O,
26,0,W10,GPIO3,-7.87,-552.46,,,15.UP16_CH037,15.CH37,15.T418,,I/O,
27,0,Y13,GPIO4,-49.21,-566.24,,,15.UP16_CH032,15.CH32,15.R422,,I/O,
28,0,Y12,GPIO5,-35.43,-566.24,,,15.UP16_CH108,15.CH108,15.F416,,I/O,
29,0,Y11,GPIO6,-21.65,-566.24,,,15.UP16_CH040,15.CH40,15.X422,,I/O,
30,0,Y10,GPIO7,-7.87,-566.24,,,15.UP16_CH062,15.CH62,15.R410,,I/O,
31,0,W9,GPIO8,7.87,-552.46,,,15.UP16_CH044,15.CH44,15.X418,,I/O,
32,0,U9,GPIO9,7.87,-524.9,,,15.UP16_CH248,15.CH248,15.AD312,,I/O,
33,0,Y9,GPIO10,7.87,-566.24,,,15.UP16_CH058,15.CH58,15.R406,,I/O,
34,0,W8,GPIO11,21.65,-552.46,,,15.UP16_CH060,15.CH60,15.T404,,I/O,
35,0,Y8,GPIO12,21.65,-566.24,,,15.UP16_CH228,15.CH228,15.AD306,,I/O,
36,0,V8,GPIO13,21.65,-538.68,,,15.UP16_CH110,15.CH110,15.F412,,I/O,
37,0,V7,GPIO14,35.43,-538.68,,,15.UP16_CH034,15.CH34,15.R416,,I/O,
38,0,P8,GPIO15,21.65,-483.56,,,15.UP16_CH046,15.CH46,15.X414,,I/O,
39,0,U7,GPIO16,35.43,-524.9,,,15.UP16_CH042,15.CH42,15.T422,,I/O,
40,0,Y7,GPIO17,35.43,-566.24,,,15.UP16_CH232,15.CH232,15.Z304,,I/O,
41,0,Y6,GPIO18,49.21,-566.24,,,15.UP16_CH224,15.CH224,15.AD302,,I/O,
42,0,W7,GPIO19,35.43,-552.46,,,15.UP16_CH048,15.CH48,15.X410,,I/O,
43,0,Y5,GPIO20,62.99,-566.24,,,15.UP16_CH234,15.CH234,15.AB302,,I/O,
44,0,V6,GPIO21,49.21,-538.68,,,15.UP16_CH231,15.CH231,15.AB310,,I/O,
45,0,U6,GPIO22,49.21,-524.9,,,15.UP16_CH237,15.CH237,15.Z310,,I/O,
46,0,W6,GPIO23,49.21,-552.46,,,15.UP16_CH227,15.CH227,15.AD310,,I/O,
47,0,Y4,GPIO24,76.77,-566.24,,,15.UP16_CH235,15.CH235,15.AB304,,I/O,
48,0,P5,GPIO25,62.99,-483.56,,,15.UP16_CH230,15.CH230,15.AB308,,I/O,
49,0,T7,DFT_CTRL_0,35.43,-511.12,,,15.UP16_CH038,15.CH38,15.T416,,I/O,
50,0,P7,DFT_CTRL_1,35.43,-483.56,,,15.UP16_CH033,15.CH33,15.R420,,I/O,
51,0,T10,RESET_IN1,-7.87,-511.12,,,15.UP16_CH096,15.CH96,15.B422,,I/O,
52,0,R10,RESET_IN2,-7.87,-497.34,,,15.UP16_CH115,15.CH115,15.F402,,I/O,
53,0,T9,RESET_IN3,7.87,-511.12,,,15.UP16_CH098,15.CH98,15.B416,,I/O,
54,0,V11,BUTTON1,-21.65,-538.68,,,15.UP16_CH102,15.CH102,15.D416,,I/O,
55,0,U11,BUTTON2,-21.65,-524.9,,,15.UP16_CH104,15.CH104,15.F420,,I/O,
56,0,T11,BUTTON3,-21.65,-511.12,,,15.UP16_CH107,15.CH107,15.D420,,I/O,
57,0,U10,BUTTON4,-7.87,-524.9,,,15.UP16_CH238,15.CH238,15.Z312,,I/O,
58,0,R14,ADC_IN,-62.99,-497.34,,,15.UP16_CH056,15.CH56,15.T412,,I/O,
59,0,T8,ACTIVE_READY,21.65,-511.12,,,15.UP16_CH045,15.CH45,15.X416,,I/O,
60,0,P9,SYS_ALIVE,7.87,-483.56,,,15.UP16_CH251,15.CH251,15.AD322,,I/O,
61,0,U12,BUTTONO1,-35.43,-524.9,,,15.UP16_CH121,15.CH121,15.B410,,I/O,
62,0,T12,BUTTONO2,-35.43,-511.12,,,15.UP16_CH097,15.CH97,15.B420,,I/O,
63,0,V10,BUTTONO3,-7.87,-538.68,,,15.UP16_CH101,15.CH101,15.D418,,I/O,
64,0,R9,CRASH_L,7.87,-497.34,,,15.UP16_CH113,15.CH113,15.F408,,I/O,
65,0,R8,RESET_L,21.65,-497.34,,,15.UP16_CH253,15.CH253,15.AB322,,I/O,
66,0,U8,FAULT_OUT_L,21.65,-524.9,,,15.UP16_CH229,15.CH229,15.AB306,,I/O,
67,0,W14,FORCE_SYNC,-62.99,-552.46,,,15.UP16_CH184,15.CH184,15.K312,,I/O,
68,0,W12,CPU_TRIGGER0_L,-35.43,-552.46,,,15.UP16_CH111,15.CH111,15.D412,,I/O,
69,0,W11,CPU_TRIGGER1_L,-21.65,-552.46,,,15.UP16_CH109,15.CH109,15.F414,,I/O,
70,0,W13,GPU_TRIGGER0_L,-49.21,-552.46,,,15.UP16_CH103,15.CH103,15.D414,,I/O,
71,0,V14,GPU_TRIGGER1_L,-62.99,-538.68,,,15.UP16_CH185,15.CH185,15.N312,,I/O,
72,0,W5,OUT_32K,62.99,-552.46,,,15.UP16_CH161,15.CH161,15.N304,,I/O,
73,0,V9,SHDN,7.87,-538.68,,,15.UP16_CH105,15.CH105,15.F418,,I/O,
74,0,T5,SLEEP_32K,62.99,-511.12,,,15.UP16_CH225,15.CH225,15.AD304,,I/O,
75,0,T6,SPMI_SCLK,49.21,-511.12,,,15.UP16_CH164,15.CH164,15.N306,,I/O,
76,0,R6,SPMI_SDATA,49.21,-497.34,,,15.UP16_CH189,15.CH189,15.K322,,I/O,
77,0,R7,UVWARN_L,35.43,-497.34,,,15.UP16_CH179,15.CH179,15.H322,,I/O,
78,0,V12,DBLCLICK_DET,-35.43,-538.68,,,15.UP16_CH099,15.CH99,15.B414,,I/O,
79,0,P1,XIN,118.11,-483.56,,,15.UP16_CH168,15.CH168,15.H302,,I/O,
80,0,R1,XOUT,118.11,-497.34,,,15.UP16_CH169,15.CH169,15.H304,,I/O,
81,0,T2,VPP,104.33,-511.12,,,15.UP16_CH123,15.CH123,15.B402,,I/O,
82,0,P6,LDO13_EN,49.21,-483.56,,,15.UP16_CH172,15.CH172,15.H306,,I/O,
83,0,R3,NXTAL_MEMS,90.55,-497.34,,,15.UP16_CH165,15.CH165,15.K306,,I/O,
84,0,M12,VSS_REF,-35.43,-456,,,15.UP16_CH100,15.CH100,15.B418,,I/O,
85,0,R2,VSS_DFT_2,104.33,-497.34,,,15.UP16_CH057,15.CH57,15.R412,,I/O,
86,0,Y3,VDD_BOOST_UVLO_L,90.55,-566.24,,,15.UP16_CH233,15.CH233,15.Z306,,I/O,
87,0,Y17,BUCK2_LX,-104.33,-566.24,,,15.UP16_CH106,15.CH106,15.D422,,I/O,
88,0,A3,BUCK6_LX_0,90.55,-304.43,,,15.UP16_CH241,15.CH241,15.Z316,,I/O,
89,0,B3,BUCK6_LX_1,90.55,-318.21,,,15.UP16_CH241,15.CH241,15.Z316,,I/O,
90,0,,REFCLK_32KHZ_PA,,,,,15.UP16_CH176,15.CH176,15.H314,,I/O,
91,0,,MONITOR_CHANNEL,,,,,15.UP16_CH050,15.CH50,15.X404,,I/O,
92,0,,ADG1414_SCLK,,,,,15.UP16_CH052,15.CH52,15.T410,,I/O,
93,0,,ADG1414_SYNC,,,,,15.UP16_CH054,15.CH54,15.X406,,I/O,
94,0,,ADG1414_RESET,,,,,15.UP16_CH055,15.CH55,15.T406,,I/O,
95,0,,ADG1414_DIN,,,,,15.UP16_CH053,15.CH53,15.T408,,I/O,
96,0,,ADG1414_SDO,,,,,15.UP16_CH049,15.CH49,15.X408,,I/O,
97,0,R14,ADC_IN_UVI80,-62.99,-497.34,,,19.VI80_FRC76,19.sense76,19.M410,,DCVI,
98,0,N15,AMUX_AY_UVI80,-76.77,-469.78,,,19.VI80_FRC13,19.sense13,19.A307,,DCVI,
99,0,R15,AMUX_BY_UVI80,-76.77,-497.34,,,19.VI80_FRC17,19.sense17,1.90E+303,,DCVI,
100,0,M14,BRICK_ID1_UVI80,-62.99,-456,,,19.VI80_FRC76,19.sense76,19.M410,,DCVI,
101,0,N14,BRICK_ID2_UVI80,-62.99,-469.78,,,19.VI80_FRC76,19.sense76,19.M410,,DCVI,
102,0,C6,BSTLQ_LX_UVI80,49.21,-331.99,,,19.VI80_FRC21,19.sense21,19.K302,,DCVI,
103,0,C7,BSTLQ_VOUT_UVI80,35.43,-331.99,,,19.VI80_FRC66,19.sense66,19.A311,,DCVI,
104,0,V5,BUCK_SWI0_IN_UVI80,62.99,-538.68,,,19.VI80_FRC50,19.sense50,19.N210,power,DCVI,
105,0,U5,BUCK_SWI1_IN_UVI80,62.99,-524.9,,,19.VI80_FRC04,19.sense4,19.A405,power,DCVI,
106,0,Y16,BUCK2_CBOT_UVI80,-90.55,-566.24,,,19.VI80_FRC58,19.sense58,19.S312,,DCVI,
107,0,W16,BUCK2_CTOP_UVI80,-90.55,-552.46,,,19.VI80_FRC53,19.sense53,19.E315,,DCVI,
108,0,V17,BUCK2_FB_UVI80,-104.33,-538.68,,,19.VI80_FRC74,19.sense74,19.P413,,DCVI,
109,0,Y17,BUCK2_LX_UVI80,-104.33,-566.24,,,19.VI80_FRC42,19.sense42,19.N214,,DCVI,
110,0,D3,BUCK6_FB_UVI80,90.55,-345.77,,,19.VI80_FRC80,19.sense80,19.X415,,DCVI,
111,0,A3,BUCK6_LX_UVI80,90.55,-304.43,,,19.VI80_FRC51,19.sense51,19.C209,,DCVI,
112,0,A1,BUCK6_VOUT_UVI80_0,118.11,-304.43,,,19.VI80_FRC55,19.sense55,19.S315,,DCVI,
113,0,B1,BUCK6_VOUT_UVI80_1,118.11,-318.21,,,19.VI80_FRC55,19.sense55,19.S315,,DCVI,
114,0,C1,BUCK6_VOUT_UVI80_2,118.11,-331.99,,,19.VI80_FRC55,19.sense55,19.S315,,DCVI,
115,0,M13,IBAT_UVI80,-49.21,-456,,,19.VI80_FRC10,19.sense10,19.R402,,DCVI,
116,0,E14,IDAC_OUT_0_UVI80,-55.12,-365.45,,,19.VI80_FRC22,19.sense22,19.N306,,DCVI,
117,0,E14,IDAC_5_0_0_BUS_UVI80,-55.12,-365.45,,,19.VI80_FRC63,19.sense63,19.C309,,DCVI,
118,0,E13,IDAC_OUT_1_UVI80,-39.37,-365.45,,,19.VI80_FRC22,19.sense22,19.N306,,DCVI,
119,0,E13,IDAC_5_0_1_BUS_UVI80,-39.37,-365.45,,,19.VI80_FRC63,19.sense63,19.C309,,DCVI,
120,0,E11,IDAC_OUT_2_UVI80,-7.87,-365.45,,,19.VI80_FRC22,19.sense22,19.N306,,DCVI,
121,0,E11,IDAC_5_0_2_BUS_UVI80,-7.87,-365.45,,,19.VI80_FRC63,19.sense63,19.C309,,DCVI,
122,0,E10,IDAC_OUT_3_UVI80,7.87,-365.45,,,19.VI80_FRC22,19.sense22,19.N306,,DCVI,
123,0,E10,IDAC_5_0_3_BUS_UVI80,7.87,-365.45,,,19.VI80_FRC63,19.sense63,19.C309,,DCVI,
124,0,F14,IDAC_OUT_4_UVI80,-55.12,-381.2,,,19.VI80_FRC22,19.sense22,19.N306,,DCVI,
125,0,F14,IDAC_5_0_4_BUS_UVI80,-55.12,-381.2,,,19.VI80_FRC63,19.sense63,19.C309,,DCVI,
126,0,F13,IDAC_OUT_5_UVI80,-39.37,-381.2,,,19.VI80_FRC22,19.sense22,19.N306,,DCVI,
127,0,F13,IDAC_5_0_5_BUS_UVI80,-39.37,-381.2,,,19.VI80_FRC63,19.sense63,19.C309,,DCVI,
128,0,F11,IDAC_OUT_6_UVI80,-7.87,-381.2,,,19.VI80_FRC22,19.sense22,19.N306,,DCVI,
129,0,F11,IDAC_11_6_6_BUS_UVI80,-7.87,-381.2,,,19.VI80_FRC32,19.sense32,19.K205,,DCVI,
130,0,F10,IDAC_OUT_7_UVI80,7.87,-381.2,,,19.VI80_FRC22,19.sense22,19.N306,,DCVI,
131,0,F10,IDAC_11_6_7_BUS_UVI80,7.87,-381.2,,,19.VI80_FRC32,19.sense32,19.K205,,DCVI,
132,0,G13,IDAC_OUT_8_UVI80,-39.37,-396.95,,,19.VI80_FRC22,19.sense22,19.N306,,DCVI,
133,0,G13,IDAC_11_6_8_BUS_UVI80,-39.37,-396.95,,,19.VI80_FRC32,19.sense32,19.K205,,DCVI,
134,0,G11,IDAC_OUT_9_UVI80,-7.87,-396.95,,,19.VI80_FRC22,19.sense22,19.N306,,DCVI,
135,0,G11,IDAC_11_6_9_BUS_UVI80,-7.87,-396.95,,,19.VI80_FRC32,19.sense32,19.K205,,DCVI,
136,0,H14,IDAC_OUT_10_UVI80,-55.12,-412.7,,,19.VI80_FRC22,19.sense22,19.N306,,DCVI,
137,0,H14,IDAC_11_6_10_BUS_UVI80,-55.12,-412.7,,,19.VI80_FRC32,19.sense32,19.K205,,DCVI,
138,0,H13,IDAC_OUT_11_UVI80,-39.37,-412.7,,,19.VI80_FRC22,19.sense22,19.N306,,DCVI,
139,0,H13,IDAC_11_6_11_BUS_UVI80,-39.37,-412.7,,,19.VI80_FRC32,19.sense32,19.K205,,DCVI,
140,0,H11,IDAC_OUT_12_UVI80,-7.87,-412.7,,,19.VI80_FRC22,19.sense22,19.N306,,DCVI,
141,0,H11,IDAC_17_12_12_BUS_UVI80,-7.87,-412.7,,,19.VI80_FRC37,19.sense37,19.R202,,DCVI,
142,0,H10,IDAC_OUT_13_UVI80,7.87,-412.7,,,19.VI80_FRC22,19.sense22,19.N306,,DCVI,
143,0,H10,IDAC_17_12_13_BUS_UVI80,7.87,-412.7,,,19.VI80_FRC37,19.sense37,19.R202,,DCVI,
144,0,J14,IDAC_OUT_14_UVI80,-55.12,-428.44,,,19.VI80_FRC22,19.sense22,19.N306,,DCVI,
145,0,J14,IDAC_17_12_14_BUS_UVI80,-55.12,-428.44,,,19.VI80_FRC37,19.sense37,19.R202,,DCVI,
146,0,J13,IDAC_OUT_15_UVI80,-39.37,-428.44,,,19.VI80_FRC22,19.sense22,19.N306,,DCVI,
147,0,J13,IDAC_17_12_15_BUS_UVI80,-39.37,-428.44,,,19.VI80_FRC37,19.sense37,19.R202,,DCVI,
148,0,J11,IDAC_OUT_16_UVI80,-7.87,-428.44,,,19.VI80_FRC22,19.sense22,19.N306,,DCVI,
149,0,J11,IDAC_17_12_16_BUS_UVI80,-7.87,-428.44,,,19.VI80_FRC37,19.sense37,19.R202,,DCVI,
150,0,J10,IDAC_OUT_17_UVI80,7.87,-428.44,,,19.VI80_FRC22,19.sense22,19.N306,,DCVI,
151,0,J10,IDAC_17_12_17_BUS_UVI80,7.87,-428.44,,,19.VI80_FRC37,19.sense37,19.R202,,DCVI,
152,0,R13,IREF_UVI80,-49.21,-497.34,,,19.VI80_FRC05,19.sense5,19.A407,,DCVI,
153,0,L14,TCAL_UVI80,-62.99,-442.22,,,19.VI80_FRC09,19.sense9,19.K403,,DCVI,
154,0,F15,TDEV1_UVI80_0,-70.87,-381.2,,,19.VI80_FRC18,19.sense18,19.G306,,DCVI,
155,0,F15,ATB3_CAL_UVI80_Hi,-70.87,-381.2,,,19.VI80_FRC06,19.sense6,19.F406,,DCVI,"change the bump name to ""ATB3_CAL_UVI80_HI"""
156,0,N13,VBAT_UVI80,-49.21,-469.78,,,19.VI80_FRC02,19.sense2,19.G402,,DCVI,
157,0,L15,VCP_UVI80,-76.77,-442.22,,,19.VI80_FRC24,19.sense24,19.T304,power,DCVI,
158,0,D4,VDD_ANA_UVI80_0,76.77,-345.77,,,19.VI80_FRC07,19.sense7,19.H408,power,DCVI,
159,0,D14,VDD_ANA_UVI80_1,-55.12,-349.7,,,19.VI80_FRC07,19.sense7,19.H408,power,DCVI,
160,0,G6,VDD_ANA_UVI80_2,49.21,-387.11,,,19.VI80_FRC07,19.sense7,19.H408,power,DCVI,
161,0,G7,VDD_ANA_UVI80_3,35.43,-387.11,,,19.VI80_FRC07,19.sense7,19.H408,power,DCVI,
162,0,H6,VDD_ANA_UVI80_4,49.21,-400.89,,,19.VI80_FRC07,19.sense7,19.H408,power,DCVI,
163,0,M6,VDD_ANA_UVI80_5,49.21,-456,,,19.VI80_FRC07,19.sense7,19.H408,power,DCVI,
164,0,P3,VDD_ANA_UVI80_6,90.55,-483.56,,,19.VI80_FRC07,19.sense7,19.H408,power,DCVI,
165,0,P13,VDD_ANA_UVI80_7,-49.21,-483.56,,,19.VI80_FRC07,19.sense7,19.H408,power,DCVI,
166,0,V16,VDD_ANA_S_UVI80,-90.55,-538.68,,,19.VI80_SEN07,19.sense7,19.H408,power,DCVI,
167,0,H2,VDD_B12_LDO_UVI80,104.33,-400.89,,,19.VI80_FRC31,19.sense31,19.F208,power,DCVI,
168,0,J2,VDD_B4_UVI80,104.33,-414.66,,,19.VI80_FRC43,19.sense43,19.M215,power,DCVI,
169,0,J3,VDD_B4_S_UVI80,90.55,-414.66,,,19.VI80_SEN43,19.sense43,19.M215,power,DCVI,
170,0,G2,VDD_B6_LDO_UVI80_0,104.33,-387.11,,,19.VI80_FRC47,19.sense47,19.T210,power,DCVI,
171,0,G3,VDD_B6_LDO_UVI80_1,90.55,-387.11,,,19.VI80_FRC47,19.sense47,19.T210,power,DCVI,
172,0,G4,VDD_B6_LDO_S_UVI80,76.77,-387.11,,,19.VI80_SEN47,19.sense47,19.T210,power,DCVI,
173,0,L11,VDD_BOOST_UVI80,-21.65,-442.22,,,19.VI80_FRC34,19.sense34,19.P203,power,DCVI,
174,0,H5,VDD_BOOST_LDO_UVI80_0,62.99,-400.89,,,19.VI80_FRC64,19.sense64,19.G310,power,DCVI,
175,0,J5,VDD_BOOST_LDO_UVI80_1,62.99,-414.66,,,19.VI80_FRC64,19.sense64,19.G310,power,DCVI,
176,0,K5,VDD_BOOST_LDO_UVI80_2,62.99,-428.44,,,19.VI80_FRC64,19.sense64,19.G310,power,DCVI,
177,0,L2,VDD_BOOST_LDO_UVI80_3,104.33,-442.22,,,19.VI80_FRC64,19.sense64,19.G310,power,DCVI,
178,0,L3,VDD_BOOST_LDO_UVI80_4,90.55,-442.22,,,19.VI80_FRC64,19.sense64,19.G310,power,DCVI,
179,0,L4,VDD_BOOST_LDO_UVI80_5,76.77,-442.22,,,19.VI80_FRC64,19.sense64,19.G310,power,DCVI,
180,0,L5,VDD_BOOST_LDO_S_UVI80,62.99,-442.22,,,19.VI80_SEN64,19.sense64,19.G310,power,DCVI,
181,0,F1,VDD_BOOST_LNV_UVI80,118.11,-373.33,,,19.VI80_FRC41,19.sense41,19.S215,power,DCVI,
182,0,E3,VDD_BOOST1_UVI80,90.55,-359.55,,,19.VI80_FRC34,19.sense34,19.P203,power,DCVI,
183,0,M11,VDD_BSTLQ_IN_UVI80,-21.65,-456,,,19.VI80_FRC36,19.sense36,19.R208,power,DCVI,
184,0,W15,VDD_BUCK2_UVI80,-76.77,-552.46,,,19.VI80_FRC46,19.sense46,19.A211,power,DCVI,
185,0,A2,VDD_BUCK6_UVI80_0,104.33,-304.43,,,19.VI80_FRC60,19.sense60,19.N310,power,DCVI,
186,0,B2,VDD_BUCK6_UVI80_1,104.33,-318.21,,,19.VI80_FRC60,19.sense60,19.N310,power,DCVI,
187,0,C2,VDD_BUCK6_S_UVI80,104.33,-331.99,,,19.VI80_SEN60,19.sense60,19.N310,power,DCVI,
188,0,C11,VDD_DIG_UVI80_0,-7.87,-333.96,,,19.VI80_FRC19,19.sense19,19.K307,power,DCVI,
189,0,F5,VDD_DIG_UVI80_1,62.99,-373.33,,,19.VI80_FRC19,19.sense19,19.K307,power,DCVI,
190,0,L9,VDD_DIG_UVI80_2,7.87,-442.22,,,19.VI80_FRC19,19.sense19,19.K307,power,DCVI,
191,0,N7,VDD_DIG_UVI80_3,35.43,-469.78,,,19.VI80_FRC19,19.sense19,19.K307,power,DCVI,
192,0,U14,VDD_DIG_UVI80_4,-62.99,-524.9,,,19.VI80_FRC19,19.sense19,19.K307,power,DCVI,
193,0,W3,VDD_DIG_S_UVI80,90.55,-552.46,,,19.VI80_SEN19,19.sense19,19.K307,power,DCVI,
194,0,L1,VDD_LDO14_UVI80,118.11,-442.22,,,19.VI80_FRC28,19.sense28,19.C205,power,DCVI,
195,0,J1,VDD_LDO6_UVI80,118.11,-414.66,,,19.VI80_FRC54,19.sense54,19.K315,power,DCVI,
196,0,N2,VDD_LDO7_UVI80,104.33,-469.78,,,19.VI80_FRC35,19.sense35,19.K207,power,DCVI,
197,0,E4,VDD_MAIN_UVI80_0,76.77,-359.55,,,19.VI80_FRC78,19.sense78,19.W402,power,DCVI,
198,0,F4,VDD_MAIN_UVI80_1,76.77,-373.33,,,19.VI80_FRC78,19.sense78,19.W402,power,DCVI,
199,0,L12,VDD_MAIN_UVI80_2,-35.43,-442.22,,,19.VI80_FRC78,19.sense78,19.W402,power,DCVI,
200,0,T1,VDD_MAIN_UVI80_3,118.11,-511.12,,,19.VI80_FRC78,19.sense78,19.W402,power,DCVI,
201,0,A5,VDD_MAIN_BSTLQ_UVI80,62.99,-304.43,,,19.VI80_FRC23,19.sense23,19.R302,power,DCVI,
202,0,D15,VDD_MAIN_DRV_UVI80,-70.87,-349.7,,,19.VI80_FRC59,19.sense59,19.K313,power,DCVI,
203,0,N4,VDD_MAIN_LDO_UVI80,76.77,-469.78,,,19.VI80_FRC30,19.sense30,1.90E+203,power,DCVI,
204,0,V15,VDD_MAIN_S_UVI80,-76.77,-538.68,,,19.VI80_SEN78,19.sense78,19.W402,power,DCVI,
205,0,N12,VDD_MAIN_SNS_UVI80,-35.43,-469.78,,,19.VI80_FRC33,19.sense33,19.K202,power,DCVI,
206,0,D16,VDD_MAIN_SNS_WLED_UVI80,-86.61,-349.7,,,19.VI80_FRC67,19.sense67,19.C411,power,DCVI,
207,0,E12,VDD_MAIN_WLED_UVI80,-23.62,-365.45,,,19.VI80_FRC75,19.sense75,19.R415,power,DCVI,
208,0,W4,VDDIO1V2_UVI80,76.77,-552.46,,,19.VI80_FRC12,19.sense12,19.P405,power,DCVI,
209,0,J4,VLDO1_UVI80,76.77,-414.66,,,19.VI80_FRC68,19.sense68,19.C315,,DCVI,
210,0,M5,VLDO2_UVI80,62.99,-456,,,19.VI80_FRC77,19.sense77,19.X407,,DCVI,
211,0,G1,VLDO3_UVI80,118.11,-387.11,,,19.VI80_FRC08,19.sense8,19.K405,,DCVI,
212,0,K2,VLDO4_UVI80,104.33,-428.44,,,19.VI80_FRC49,19.sense49,19.K211,,DCVI,
213,0,M2,VLDO5_UVI80_0,104.33,-456,,,19.VI80_FRC25,19.sense25,19.R308,,DCVI,
214,0,M3,VLDO5_UVI80_1,90.55,-456,,,19.VI80_FRC25,19.sense25,19.R308,,DCVI,
215,0,M4,VLDO5_UVI80_2,76.77,-456,,,19.VI80_FRC25,19.sense25,19.R308,,DCVI,
